name,address,city,state,country,phone,website,domain,email,category,categories,rating,reviews_count,source,source_url,search_term,created_at,b2b_score,review_status,qualification_reason
VG Pisos | Atacado e Varejo,"R. Luís Dias, 101",Belo Horizonte,Minas Gerais,Brazil,+55 31 98437-4401,https://www.vgpisos.com.br/,vgpisos.com.br,,Loja de pisos,Loja de pisos,5.0,47.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=VG%20Pisos%20%7C%20Atacado%20e%20Varejo&query_place_id=ChIJDZ9MVwCXpgARs8qJ1C6Anp0,,2026-06-01T09:36:46,13,strong_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating
Pisos Laminados & Vinílicos Uberlândia - Euro Decorações,"R. Tapajós, 1030",Uberlândia,Minas Gerais,Brazil,+55 34 99148-9759,https://eurodecoracoes.com.br/,eurodecoracoes.com.br,,Fornecedor de pisos de madeira e laminados,Fornecedor de pisos de madeira e laminados | Loja de pisos | Decorador de interiores,4.8,46.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Pisos%20Laminados%20%26%20Vin%C3%ADlicos%20Uberl%C3%A2ndia%20-%20Euro%20Decora%C3%A7%C3%B5es&query_place_id=ChIJVUzOadFFpJQRQ-oJ8Nsn7PE,,2026-06-01T09:36:46,13,strong_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating
Prime Divisórias Forros & Pisos,"R. 77, quadra 89 - lote 24",Araguaína,Tocantins,Brazil,+55 63 98455-0643,https://beacons.ai/primedivisoriasaraguaina,beacons.ai,,Loja de materiais de construção,Loja de materiais de construção,4.7,40.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Prime%20Divis%C3%B3rias%20Forros%20%26%20Pisos&query_place_id=ChIJO0BrYfQN2ZIRgkGxye3mJM8,,2026-06-01T09:36:46,13,strong_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating
INFINIT DISTRIBUIDORA DE REVESTIMENTOS E ACABAMENTOS,"R. Q.ta da Magnólia, 40",São Paulo,São Paulo,Brazil,+55 11 95992-9292,https://infinitdistribuidora.com.br/home,infinitdistribuidora.com.br,,Loja de pisos,Loja de pisos | Serviço de acabamento de pisos,5.0,39.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=INFINIT%20DISTRIBUIDORA%20DE%20REVESTIMENTOS%20E%20ACABAMENTOS&query_place_id=ChIJw1dB4EFnzpQRYiS3kVfVzrw,,2026-06-01T09:36:46,13,strong_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating
Galpão Mix Distribuidora,"Estr. do Tindiba, 2558",Rio de Janeiro,Rio de Janeiro,Brazil,+55 21 97674-7707,https://www.galpaomixdistribuidora.com/,galpaomixdistribuidora.com,,Fornecedor de pisos de madeira e laminados,Fornecedor de pisos de madeira e laminados | Loja de materiais para paredes de gesso | Decorador de interiores | Loja especializada em pisos de linóleo,4.3,36.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Galp%C3%A3o%20Mix%20Distribuidora&query_place_id=ChIJ00qDqwvZmwARB5oKRcg_Fng,,2026-06-01T09:36:46,13,strong_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating
Oca Pisos e Revestimentos,"Av. Dr. Theomario Pinto da Costa, 1182",Manaus,Amazonas,Brazil,+55 92 3083-5717,https://www.ocarevestimentos.com.br/,ocarevestimentos.com.br,,Comércio de materiais de construção,Comércio de materiais de construção,4.8,32.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Oca%20Pisos%20e%20Revestimentos&query_place_id=ChIJx8BzFwARbJIRIg55aCUMxDI,,2026-06-01T09:36:46,13,strong_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating
Piso & Cia | Materiais de Construção,Av. Padre Bruno Sechi,Belém,Pará,Brazil,+55 91 98616-6121,https://www.pisoeciahomecenter.com.br/,pisoeciahomecenter.com.br,,Loja de materiais de construção,Loja de materiais de construção,4.5,32.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Piso%20%26%20Cia%20%7C%20Materiais%20de%20Constru%C3%A7%C3%A3o&query_place_id=ChIJ259UCBxhpJIRMyDFQW4r5Uk,,2026-06-01T09:36:46,13,strong_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating
LP. Atacado,"Av. Dez de Dezembro, 5760",Londrina,Paraná,Brazil,+55 43 3031-1658,http://www.lpatacado.com.br/,lpatacado.com.br,,Loja de pisos,Loja de pisos,4.5,26.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=LP.%20Atacado&query_place_id=ChIJL1JP3z5D65QRjs7mxcy9Rbg,,2026-06-01T09:36:46,13,strong_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating
RJX Distribuidora de Pisos Vinílicos e Insumos para Construção,"R. Rubião Júnior, 849A",São José do Rio Preto,São Paulo,Brazil,+55 17 99258-6024,https://shopee.com.br/shop/1043819814,shopee.com.br,,Loja de pisos,Loja de pisos | Loja de materiais de construção | Serviço de distribuição | Serviço de acabamento de pisos | Loja de tintas,5.0,23.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=RJX%20Distribuidora%20de%20Pisos%20Vin%C3%ADlicos%20e%20Insumos%20para%20Constru%C3%A7%C3%A3o&query_place_id=ChIJRz4mAKWtvZQRhWDzzpFvqFM,,2026-06-01T09:36:46,13,strong_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating
Reciclar | Pisos Emborrachados,"Setor Reciclar (Distribuidora de Pisos Emborrachados - R. dos Mundurucus, 4068",Belém,Pará,Brazil,+55 91 98895-3098,https://reciclarpisos.lovable.app/,reciclarpisos.lovable.app,,Fornecedor de produtos de borracha,Fornecedor de produtos de borracha | Fornecedor de materiais de construção | Loja de pisos | Fornecedor de equipamentos para playground,5.0,21.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Reciclar%20%7C%20Pisos%20Emborrachados&query_place_id=ChIJ1Su5leyNpJIRiye07_da66U,,2026-06-01T09:36:46,13,strong_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating
"Rede C&D Construir e Decorar - Pisos Laminados, Pisos Vinílicos, Forro PVC","R. Alfredo Chaves, 149",Cariacica,Espírito Santo,Brazil,+55 27 3091-6230,http://www.redeced.com.br/,redeced.com.br,,Loja de pisos,Loja de pisos | Loja de materiais de construção | Loja de artigos domésticos,4.8,21.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Rede%20C%26D%20Construir%20e%20Decorar%20-%20Pisos%20Laminados%2C%20Pisos%20Vin%C3%ADlicos%2C%20Forro%20PVC&query_place_id=ChIJXWSOBsY9uAARIrQTd20wStM,,2026-06-01T09:36:46,13,strong_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating
Ludav Revestimentos Teresina,"Rua Doutor Nicanor Barreto, 5540",Teresina,Piauí,Brazil,+55 86 99485-5561,https://ludavrevestimentos.com.br/,ludavrevestimentos.com.br,,Fornecedor de revestimento,Fornecedor de revestimento,5.0,20.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Ludav%20Revestimentos%20Teresina&query_place_id=ChIJfX1DoZM7jgcR9yQGHT4mU4A,,2026-06-01T09:36:46,13,strong_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating
Behoome Revestimentos Importadora e Distribuidora Ltda,"R. Amazonas, 1505 - Loja Terrea",Blumenau,Santa Catarina,Brazil,+55 47 99762-6069,https://www.behoome.com.br/,behoome.com.br,,Fornecedor de revestimento,Fornecedor de revestimento,5.0,19.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Behoome%20Revestimentos%20Importadora%20e%20Distribuidora%20Ltda&query_place_id=ChIJa5gT1eQZ35QRFglqQsz5eiU,,2026-06-01T09:36:46,13,strong_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating
Piso e Parede Acabamentos | Porcelanatos e Revestimentos Teresina,"Av. Pres. Jânio Quadros, 1310",Teresina,Piauí,Brazil,+55 86 3211-0190,https://www.pisoeparedeacabamentos.com.br/,pisoeparedeacabamentos.com.br,,Loja de materiais de construção,Loja de materiais de construção | Loja de porcelanas | Fornecedor de materiais de acabamento,4.9,19.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Piso%20e%20Parede%20Acabamentos%20%7C%20Porcelanatos%20e%20Revestimentos%20Teresina&query_place_id=ChIJlUMq32k7jgcRG7DtcSPtJqI,,2026-06-01T09:36:46,13,strong_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating
LIZ DISTRIBUIDORA Piso vinílico e laminado.,"Av. São Francisco de Assis, 1560",Hortolândia,São Paulo,Brazil,+55 19 98218-6887,https://mechameaqui.com.br/v2/liz-distribuidora-hortolandia-sp,mechameaqui.com.br,,Loja de pisos,Loja de pisos | Fornecedor de revestimento,5.0,18.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=LIZ%20DISTRIBUIDORA%20Piso%20vin%C3%ADlico%20e%20laminado.&query_place_id=ChIJ9cAw62zHyJQRsbU4Be9icoQ,,2026-06-01T09:36:46,13,strong_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating
Quality BASE | Pisos Especiais,"R. Francisco Eugênio Gomes Pereira, 747",Pinhais,Paraná,Brazil,+55 41 3668-4344,https://www.qualitybase.com.br/,qualitybase.com.br,,Importadora,Importadora | Serviço de distribuição | Loja de pisos | Fabricante | Fornecedor de revestimento,4.7,15.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Quality%20BASE%20%7C%20Pisos%20Especiais&query_place_id=ChIJFQEjmELv3JQRkslMV2kLzD0,,2026-06-01T09:36:46,13,strong_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating
Baggio Pisos Vinílicos em Curitiba,"R. Mário Do Amaral, 97",Curitiba,Paraná,Brazil,+55 41 98402-4896,https://www.baggiopisos.com.br/,baggiopisos.com.br,,Loja de pisos,Loja de pisos | Fornecedor de pisos de madeira e laminados,5.0,14.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Baggio%20Pisos%20Vin%C3%ADlicos%20em%20Curitiba&query_place_id=ChIJf-pINHXn3JQRZRpdYUltuu8,,2026-06-01T09:36:46,13,strong_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating
Imperial Revestimentos,"Av. Pref. Abeilard Pereira Filho, 310",Carandaí,Minas Gerais,Brazil,+55 32 99114-1994,https://lp.imperialrevestimentos.com.br/,lp.imperialrevestimentos.com.br,,Fornecedor de Pré-Moldados,Fornecedor de Pré-Moldados | Fabricante,5.0,13.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Imperial%20Revestimentos&query_place_id=ChIJyyBv-LSBoQARzLFqM-UPfWU,,2026-06-01T09:36:46,13,strong_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating
Distribuidora de Pisos MP,"Rua Vereador Jurandino de Andrade, 638",Betim,Minas Gerais,Brazil,+55 31 3597-0410,http://www.distribuidoramp.com.br/,distribuidoramp.com.br,,Loja de pisos,Loja de pisos | Serviço de distribuição,4.5,11.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Distribuidora%20de%20Pisos%20MP&query_place_id=ChIJLTjc4Dm_pgARstQcp5_NtOM,,2026-06-01T09:36:46,13,strong_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating
Boa Vista Pisos e Revestimentos,"Av. Glaycon de Paiva, 1737",Boa Vista,Roraima,Brazil,+55 95 99175-9424,https://www.bvpisos.com.br/,bvpisos.com.br,,Loja de materiais de construção,Loja de materiais de construção,4.9,10.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Boa%20Vista%20Pisos%20e%20Revestimentos&query_place_id=ChIJV9UuRAAFk40R0KUuJz0Ue9U,,2026-06-01T09:36:46,13,strong_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating
Luthá Revestimentos,"R.Zap, 88 - 92002.6931",Sobral,Ceará,Brazil,+55 88 99204-8031,https://luthaconcreto.com.br/,luthaconcreto.com.br,,Fornecedor de revestimento,Fornecedor de revestimento,5.0,10.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Luth%C3%A1%20Revestimentos&query_place_id=ChIJAatiWzPH6gcRBMMJQ27MZbQ,,2026-06-01T09:36:46,13,strong_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating
Piso Belo,"SHA Av. Vereda da Cruz Conjunto 06, Chácara, 477 - LT 01C",Brasília,DF,Brazil,+55 61 4103-5026,https://www.pisobelo.com.br/,pisobelo.com.br,,Fornecedor de pisos de madeira e laminados,Fornecedor de pisos de madeira e laminados | Serviço de instalação de piso de madeira,5.0,7.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Piso%20Belo&query_place_id=ChIJp2iixTMzWpMRtgPqOD-t1j4,,2026-06-01T09:36:46,13,strong_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating
LISBOA Revestimentos,"R. da Pituba, 368",Teixeira de Freitas,Bahia,Brazil,+55 73 99834-2719,https://lisboa-revestimentos.negocio.site/?m=true,lisboa-revestimentos.negocio.site,,Fornecedor de revestimento,Fornecedor de revestimento,5.0,2.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=LISBOA%20Revestimentos&query_place_id=ChIJv4EfUXRFNQcRCfseV8Jcpk4,,2026-06-01T09:36:46,13,strong_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating
Distribuidora Piso Vinílico - Atacado e Varejo,,,,,+55 19 98978-8396,https://valdemirbdsantos.wixsite.com/instalador-de-piso,valdemirbdsantos.wixsite.com,,Loja de pisos,Loja de pisos | Service establishment,5.0,1.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Distribuidora%20Piso%20Vin%C3%ADlico%20-%20Atacado%20e%20Varejo&query_place_id=ChIJAQ8wRYHoyQIROTvAA1l2XQk,,2026-06-01T09:36:46,13,strong_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating
Home Center Coroado - A Loja do Rei (Coroado),"Av. Cosme Ferreira, 631",Manaus,Amazonas,Brazil,+55 92 2101-7788,,,,Loja de materiais de construção,Loja de materiais de construção | Loja de produtos elétricos | Loja de pisos | Loja de Material Hidráulico | Loja de marcenaria | Loja de tintas | Loja de produtos para piscinas | Loja de ferragens | Loja de ferramentas | Loja de variedades,4.5,1512.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Home%20Center%20Coroado%20-%20A%20Loja%20do%20Rei%20(Coroado)&query_place_id=ChIJZ99MKzwbbJIRAF6riu48_pM,,2026-06-01T09:36:46,12,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating; many reviews
São Joaquim Pisos e Acabamentos - Força Construtiva,"Av. Rodrigo Otávio, 4834",Manaus,Amazonas,Brazil,,http://www.fconstrutiva.com.br/,fconstrutiva.com.br,,Loja de materiais de construção,Loja de materiais de construção,4.3,1351.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=S%C3%A3o%20Joaquim%20Pisos%20e%20Acabamentos%20-%20For%C3%A7a%20Construtiva&query_place_id=ChIJE6SNCScFbJIRBFiPR_7RRYI,,2026-06-01T09:36:46,12,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; strong rating; many reviews
Boa Vista Pisos e Revestimentos,"Av. Gen. Ataíde Teive, 5858",Boa Vista,Roraima,Brazil,+55 95 99165-2685,,,,Loja de materiais de construção,Loja de materiais de construção | Loja de pisos,4.4,808.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Boa%20Vista%20Pisos%20e%20Revestimentos&query_place_id=ChIJpcADBRAFk40R011bGHD8elc,,2026-06-01T09:36:46,12,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating; many reviews
Atacadão Construção e Acabamentos,"R. Primavera, 797",Canoas,Rio Grande do Sul,Brazil,+55 51 99397-8440,,,,Loja de materiais de construção,Loja de materiais de construção,4.7,579.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Atacad%C3%A3o%20Constru%C3%A7%C3%A3o%20e%20Acabamentos&query_place_id=ChIJITBwYUR7GZURz6_iHRQF5ig,,2026-06-01T09:36:46,12,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating; many reviews
Renovare Revestimentos,"R. Barão do Rio Branco, 1317",Manaus,Amazonas,Brazil,+55 92 98164-7117,,,,Loja de materiais de construção,Loja de materiais de construção,4.4,241.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Renovare%20Revestimentos&query_place_id=ChIJkfeZJVwbbJIRH44YDFbl4mU,,2026-06-01T09:36:46,12,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating; many reviews
Boa Vista Pisos e Revestimentos,"Av. Ville Roy, 1251 - 1",Boa Vista,Roraima,Brazil,+55 95 98117-9900,,,,Loja de pisos,Loja de pisos | Fornecedor de materiais de acabamento | Loja de Iluminação,4.6,140.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Boa%20Vista%20Pisos%20e%20Revestimentos&query_place_id=ChIJMartnaAIk40R0vPCymeQ5JQ,,2026-06-01T09:36:46,12,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating; many reviews
A Distribuidora,Avenida madre Maria Teodoro 912,Piracicaba,SP,Brazil,+55 19 3434-6941,,,,Loja de pisos,Loja de pisos,4.6,92.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=A%20Distribuidora&query_place_id=ChIJv7PX7GcZVgER4moFigjn4uY,,2026-06-01T09:36:46,12,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating; many reviews
Irmãos na Fé Piso Laminado e Vinílico,"R. Maria de Lurdes Galvão de França, 448",Osasco,São Paulo,Brazil,+55 11 97318-7937,,,,Fornecedor de pisos de madeira e laminados,Fornecedor de pisos de madeira e laminados,5.0,92.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Irm%C3%A3os%20na%20F%C3%A9%20Piso%20Laminado%20e%20Vin%C3%ADlico&query_place_id=ChIJ80S7pvL_zpQRGy2EsCyULGI,,2026-06-01T09:36:46,12,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating; many reviews
Atacado dos pisos CD,"Atendimento via whatsapp - Rod. Alberto Hinoto, 7885 (13 - 99647-8930",Itaquaquecetuba,São Paulo,Brazil,+55 11 93762-8002,,,,Loja de materiais de construção,Loja de materiais de construção,4.0,85.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Atacado%20dos%20pisos%20CD&query_place_id=ChIJs0JcFh19zpQRJuwzGCBAzzw,,2026-06-01T09:36:46,12,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating; many reviews
Lojão do Piso,"Av. São Raimundo, 179",Teresina,Piauí,Brazil,+55 86 3216-8596,,,,Loja de materiais de construção,Loja de materiais de construção,4.3,68.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Loj%C3%A3o%20do%20Piso&query_place_id=ChIJzdnbhVs3jgcRkyyQQXAzEtU,,2026-06-01T09:36:46,12,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating; many reviews
Piso Forte,"Zap ( 86, 92000.2285 - Casa 01",Teresina,Piauí,Brazil,+55 86 98804-2610,,,,Loja de materiais de construção,Loja de materiais de construção,4.1,62.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Piso%20Forte&query_place_id=ChIJg884FbM2jgcRGPjmmjGkyf0,,2026-06-01T09:36:46,12,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating; many reviews
Atacadão São José Materiais de Construção | Porcelanatos | Pisos | Revestimentos | Ferramentas,"Estr. Viçoso Jardim, 839",Niterói,Rio de Janeiro,Brazil,+55 21 98054-2770,,,,Atacadista,Atacadista | Loja de materiais de construção | Loja de pisos | Loja de Material Hidráulico | Distribuidor de aço,4.7,59.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Atacad%C3%A3o%20S%C3%A3o%20Jos%C3%A9%20Materiais%20de%20Constru%C3%A7%C3%A3o%20%7C%20Porcelanatos%20%7C%20Pisos%20%7C%20Revestimentos%20%7C%20Ferramentas&query_place_id=ChIJ24Xpq2-EmQARhUcl62nYwgI,,2026-06-01T09:36:46,12,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating; many reviews
The Style Revestimentos,"Av. Higienópolis, 129",Santo André,São Paulo,Brazil,+55 11 95062-3025,,,,Fornecedor de revestimento,Fornecedor de revestimento,5.0,51.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=The%20Style%20Revestimentos&query_place_id=ChIJc38WDGtDzpQRHYJecG98--Q,,2026-06-01T09:36:46,12,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating; many reviews
"Rede C&D Construir e Decorar - Pisos Laminados, Pisos Vinílicos, Forro PVC","R. Torricelli, 13 - Loja 01",Serra,Espírito Santo,Brazil,+55 27 3534-7834,,,,Loja de materiais de construção,Loja de materiais de construção | Loja de artigos domésticos,4.8,39.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Rede%20C%26D%20Construir%20e%20Decorar%20-%20Pisos%20Laminados%2C%20Pisos%20Vin%C3%ADlicos%2C%20Forro%20PVC&query_place_id=ChIJUTbEE3wfuAARXBMdolePN1E,,2026-06-01T09:36:46,11,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating
RC Distribuidora de Piso e Revestimento,"R. José Castro Bpo., 99",Uberlândia,Minas Gerais,Brazil,,http://rcdistribuidoramatriz.com.br/,rcdistribuidoramatriz.com.br,,Depósito,Depósito,4.7,38.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=RC%20Distribuidora%20de%20Piso%20e%20Revestimento&query_place_id=ChIJq5W4f0hHpJQR39PJtoG__Xk,,2026-06-01T09:36:46,11,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; strong rating
O2 Distribuidora de Pisos Laminados e Pisos Vinílicos,"R. Viúva Cláudio, 178",Rio de Janeiro,Rio de Janeiro,Brazil,+55 21 99719-6513,,,,Serviço de distribuição,Serviço de distribuição | Serviço de acabamento de pisos | Loja de pisos | Fornecedor de pisos de madeira e laminados | Serviço de instalação de piso de madeira,5.0,33.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=O2%20Distribuidora%20de%20Pisos%20Laminados%20e%20Pisos%20Vin%C3%ADlicos&query_place_id=ChIJ6bV_UY19mQARccy-Yt3FwKA,,2026-06-01T09:36:46,11,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating
Vivatto Acabamentos,"Av. Dorgival Pinheiro de Sousa, 1400",Imperatriz,Maranhão,Brazil,+55 99 3523-3414,,,,Loja de materiais de construção,Loja de materiais de construção | Loja de pisos,4.6,30.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Vivatto%20Acabamentos&query_place_id=ChIJ0R2vOrVfxZIR4kRuhpVOfKA,,2026-06-01T09:36:46,11,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating
Lana Ambientes,Zap ( 88 - 92002.6931,Sobral,Ceará,Brazil,+55 88 99490-5613,,,,Loja de pisos,Loja de pisos | Loja de materiais de construção | Loja de Iluminação,4.8,26.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Lana%20Ambientes&query_place_id=ChIJqf4stxjH6gcRdufgn9pyS_8,,2026-06-01T09:36:46,11,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating
Marwil Distribuidora,"R. Rodrigues da Costa, 578",Porto Alegre,Rio Grande do Sul,Brazil,+55 51 3348-2268,,,,Loja de pisos,Loja de pisos,5.0,23.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Marwil%20Distribuidora&query_place_id=ChIJKcyifed2GZURATF2GnQ3XoE,,2026-06-01T09:36:46,11,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating
Atacado Dos Pisos Acabamentos,,Sapucaia do Sul,Rio Grande do Sul,Brazil,+55 51 3118-0715,,,,Loja de materiais de construção,Loja de materiais de construção,4.3,18.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Atacado%20Dos%20Pisos%20Acabamentos&query_place_id=ChIJZ53CeRtvGZURrxQUXmbnQvg,,2026-06-01T09:36:46,11,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating
NSA Pisos e Revestimentos,"Av. Dionísio Farias, 202",Araguaína,Tocantins,Brazil,+55 63 3411-1831,,,,Loja de materiais de construção,Loja de materiais de construção,4.6,18.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=NSA%20Pisos%20e%20Revestimentos&query_place_id=ChIJ_S7kL-cR2ZIRn7DdOgGopOE,,2026-06-01T09:36:46,11,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating
INOVA PISOS E REVESTIMENTOS - MATERIAIS DE CONSTRUÇÃO,"Av. Glaycon de Paiva, 2483",Boa Vista,Roraima,Brazil,+55 95 3224-5788,,,,Loja de materiais de construção,Loja de materiais de construção,4.5,17.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=INOVA%20PISOS%20E%20REVESTIMENTOS%20-%20MATERIAIS%20DE%20CONSTRU%C3%87%C3%83O&query_place_id=ChIJk4_jXloFk40R2Bl9U3SCLQc,,2026-06-01T09:36:46,11,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating
Atacadão dos Pisos,"Av. dos Italianos, 210",Itapira,São Paulo,Brazil,+55 19 3863-3364,,,,Fornecedor de materiais de construção,Fornecedor de materiais de construção,4.9,16.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Atacad%C3%A3o%20dos%20Pisos&query_place_id=ChIJIyYpAAcCyZQR2asRqFdXqSw,,2026-06-01T09:36:46,11,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating
Bocão Pisos Distribuidora,"Av. Aristeu Marcicano, 3582",Cordeirópolis,São Paulo,Brazil,+55 19 3546-2320,,,,Loja de materiais de construção,Loja de materiais de construção,4.4,15.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Boc%C3%A3o%20Pisos%20Distribuidora&query_place_id=ChIJo4kZr57Xx5QRZHm2Le7g2aA,,2026-06-01T09:36:46,11,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating
MURALHA REVESTIMENTOS,"Av. Irene Lopes Sodré, 188",Niterói,Rio de Janeiro,Brazil,+55 21 2709-0909,,,,Fornecedor de revestimento,Fornecedor de revestimento,4.9,15.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=MURALHA%20REVESTIMENTOS&query_place_id=ChIJRXl3QUWPmQARwOFN1e2_r2I,,2026-06-01T09:36:46,11,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating
